Seed,Score,T2,T3,T4,T5,T6,O2,O3,O4,O5,O6,N123,N456,TAO2,TAO3,TAO4,TAO5,TAO6,TAOT,NT,TT
JJJQ5WYE,66,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1
YGQBJXYE,66,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
WZZD33ZE,66,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1
VX4T18ZE,66,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
WRWB19ZE,66,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
ZP8EERZE,66,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
DFJWCSZE,66,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
ARODOZZE,66,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1
WTIR661F,66,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
N6TZI71F,66,1,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,1,1,2
636VS81F,66,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,2
HOAO3KJE,75,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,4,0,4
333JTVSE,75,0,1,0,1,1,0,0,0,1,2,0,0,0,1,1,1,1,4,0,4
UYAQSDWE,75,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,4,0,4
DTDO3C8E,70,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,4,0,4
5NLZJEAE,70,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,3,0,3
NDVDS7CE,80,1,0,0,0,1,2,1,0,0,1,0,0,1,0,0,0,1,2,0,2
Y6BM3CAE,85,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,2,0,2
MBUOB2ME,95,1,0,0,1,0,0,1,1,1,2,0,0,0,0,0,1,1,2,0,2
B3NGWAFE,70,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,3,0,3
9SIELZIE,70,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,4,0,4
OZQM3ROE,80,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,3,0,3
6W7DL9JE,75,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,3,0,3
P7U1SZJE,70,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,3,0,3
SPJ26ROE,75,0,0,1,1,1,0,0,0,1,2,0,0,0,1,1,1,1,4,0,4
55J7YSME,70,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,3,0,3
R4XNX9NE,70,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,3,0,3
WXU5WTTE,70,0,1,1,1,1,0,0,0,0,2,0,0,0,1,0,0,1,2,0,2
H33A91UE,70,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,3,0,3
ZQNNS49E,80,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,2,0,2
YW2XKADE,80,0,1,0,1,0,2,0,0,0,2,0,0,1,0,0,0,1,2,0,2
BD99R99E,75,1,0,0,1,1,0,0,0,1,2,0,0,0,0,1,1,1,3,0,3
XEUSUEWE,75,0,1,1,1,0,0,0,1,0,2,0,0,0,1,1,0,1,3,0,3
GM25WNYE,75,1,0,1,1,0,1,0,0,2,0,0,0,1,1,0,1,0,3,0,3
ILK599FE,75,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,3,0,3
VEBHT1YE,75,0,1,1,1,0,0,0,0,1,2,0,0,0,1,1,1,1,4,0,4
XFAJHF8E,75,1,0,0,1,1,1,0,0,0,2,0,0,1,1,0,0,1,3,0,3
L5B9S3KE,75,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,3,0,3
2KLR6LKE,75,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,2,0,2
5KUPNRUE,75,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,3,0,3
PQU85RSE,70,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,2,0,2
WLAIWBTE,70,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,2,0,2
4AGNBFDE,75,1,1,0,1,0,0,0,0,1,2,0,0,0,1,0,1,1,3,0,3
4WYZJTJE,75,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,2,0,2
BUAC3P9E,70,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1
B1J7YD9E,80,0,0,1,1,0,1,0,1,0,2,0,0,0,0,1,0,1,2,0,2
YI7MM1XE,75,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,3,0,3
3M2M8OXE,75,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,3,0,3
DTPV378E,75,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,2,0,2
RIOZIKJE,75,0,1,1,0,1,0,0,0,1,2,0,0,0,1,0,0,1,2,0,2
ZMOHUYWE,75,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,2,0,2
XQJJD1AE,75,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,1,1,2,0,2
4PSJ989E,75,0,1,1,1,0,0,0,0,1,2,0,0,0,0,1,1,1,3,0,3
77BPUPIE,75,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,4,0,4
Q5NSMCUE,70,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,3,0,3
N8SPMF8E,70,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,2,0,2
AM2L38WE,70,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,2,0,2
OEGR4LEE,80,0,1,0,0,1,1,0,0,2,1,0,0,0,0,1,1,1,3,0,3
3WJHMTFE,80,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,2,0,2
HTLYFNKE,75,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,3,0,3
9UYSCT9E,70,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,3,0,3
7MHD75AE,70,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,4,0,4
BGFQM3UE,70,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,2,0,2
9VR1BIOE,80,1,0,0,0,1,1,0,0,1,2,0,0,1,0,0,0,1,2,0,2
VBBMLBME,80,0,0,1,0,1,1,0,0,2,1,0,0,0,0,0,1,1,2,0,2
SDZ94BCE,75,1,1,0,1,0,0,0,0,1,2,0,0,0,0,0,1,1,2,0,2
W9NE54JE,75,1,0,1,0,1,0,0,0,0,3,0,0,0,0,1,0,1,2,0,2
FTDMMWUE,70,1,0,1,1,1,0,0,0,0,2,0,0,0,1,0,0,1,2,0,2
21X2E1VE,70,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,3,0,3
Z3EPIQ9E,75,1,0,0,1,1,0,0,1,0,2,0,0,0,1,0,0,1,2,0,2
Q3RE83IE,75,1,0,1,0,1,1,0,0,0,2,0,0,1,0,0,0,1,2,0,2
YV7G3NKE,75,1,1,0,1,0,0,0,0,2,1,0,0,0,0,1,1,0,2,0,2
JVVM6QJE,75,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,4,0,4
SEFU3PME,80,1,0,0,1,0,2,1,1,0,0,0,0,1,1,1,0,0,3,0,3
WY3FC3PE,80,1,0,0,1,0,1,0,2,1,0,0,0,1,1,1,1,0,4,0,4
RYGG88YE,70,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,4,0,4
ED89ZTGE,80,0,0,1,0,1,2,1,1,0,0,0,0,1,1,0,0,0,2,0,2
TTTA9EPE,80,0,0,1,0,1,2,0,1,0,1,0,0,1,0,0,0,1,2,0,2
1JXBRITE,80,0,0,1,0,1,0,1,1,0,2,0,0,0,0,1,0,1,2,0,2
FYQU8AUE,80,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,2,0,2
R6EFDAWE,80,1,0,0,1,0,2,1,0,1,0,0,0,1,0,1,1,0,3,0,3
P1RL1EXE,80,0,1,0,0,1,0,0,3,0,1,0,0,0,1,1,0,1,3,0,3
WZR1SW9E,75,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,2,0,2
DNJ5KNCE,75,0,1,1,0,1,2,0,0,0,1,0,0,1,0,0,0,1,2,0,2
WX4BTVDE,75,1,0,0,1,1,0,0,1,0,2,0,0,0,0,1,0,1,2,0,2
B4GYPYDE,75,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,2,0,2
SFEH5JFE,75,0,0,1,1,1,2,0,0,0,1,0,0,1,0,0,0,1,2,0,2
TZGPJAHE,75,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,3,0,3
IDP1HYHE,75,1,0,1,0,1,0,0,0,1,2,0,0,0,1,1,0,1,3,0,3
RNX8R2LE,75,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,2,0,2
5X29WGLE,75,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,2,0,2
MB3KIZNE,75,1,0,0,1,1,0,0,1,0,2,0,0,0,0,1,0,1,2,0,2
C3ARR3OE,75,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,2,0,2
43IXTUOE,75,1,0,0,1,1,1,0,0,0,2,0,0,1,0,0,0,1,2,0,2
NI7A5CRE,75,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1
YMWHLZSE,75,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1
FOL8DBWE,75,0,1,1,0,1,0,1,0,0,2,0,0,0,0,1,0,1,2,0,2
QM2M7PXE,75,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,2,0,2
ESIC6ECE,70,1,1,1,1,0,2,0,0,0,0,0,0,1,0,1,0,0,2,0,2
2Q8GN4FE,70,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0,2
WGJI3FFE,70,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,2,0,2
A1OHMTKE,70,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,2,0,2
RAL3HANE,70,1,1,0,1,1,0,0,0,0,2,0,0,0,0,1,0,1,2,0,2
MMP4AYOE,70,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,2,0,2
PKE7S1PE,70,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,2,0,2
7TMWU7PE,70,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,2,0,2
RBZ5ONZE,70,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,2,0,2
A6YEAOZE,70,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,2,0,2
GN4QRXZE,70,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,2,0,2
2Q76Y71F,70,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,2,0,2
6F5QGUHE,70,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
L43XCKSE,70,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
21VGU8HE,70,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,2,0,2
IBH3QMHE,70,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,2,0,2
14ORH9JE,70,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1
OP3XRIJE,70,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1
19P8WXHE,75,0,1,0,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,1
YEIXQIFE,70,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1
CY3QCDRE,70,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1
65JC3ORE,70,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1
Y27WXYME,75,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,2,0,2
NOCGJEQE,75,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,2,0,2
VKN5BNXE,75,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
JRVSMNXE,75,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1
DJZJHFME,70,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
DNQT5ATE,70,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1
J9FP3TTE,70,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1
APMV5YKE,80,0,1,0,0,1,0,1,2,0,1,0,0,0,0,0,0,1,1,0,1
PBU2F4QE,80,0,0,1,1,0,1,0,1,0,2,0,0,0,0,0,0,1,1,0,1
JA7VX7BE,75,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1
5O5LVQLE,75,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,1
E4TTX3NE,75,0,0,1,1,1,0,0,2,0,1,0,0,0,0,1,0,1,2,0,2
8F5AW5NE,75,1,1,0,1,0,0,1,0,0,2,0,0,0,1,0,0,1,2,0,2
B9NPZJOE,75,1,0,1,1,0,2,1,0,0,0,0,0,1,0,1,0,0,2,0,2
ZZ9ZJOOE,75,1,0,0,1,1,0,2,0,0,1,0,0,0,1,1,0,1,3,0,3
JK268LRE,75,1,1,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,2,0,2
1OBM76VE,75,1,1,0,0,1,1,0,2,0,0,0,0,1,0,1,0,0,2,0,2
B9CYKCEE,70,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,2,0,2
WFTLUBGE,70,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,2,0,2
BU7B27NE,70,1,0,1,1,1,0,2,0,0,0,0,0,0,1,1,0,0,2,0,2
UPO86NNE,70,1,1,0,1,1,2,0,0,0,0,0,0,1,1,1,0,0,3,0,3
4GYFHGSE,70,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,2,0,2
K2R1X2TE,75,1,0,0,1,1,2,0,1,0,0,0,0,1,0,1,0,0,2,0,2
U4QU9RUE,75,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,3,0,3
KFPL9IYE,75,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,2,0,2
RBBLZ2VE,70,0,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1
D3WPFZUE,75,0,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,1
94DPE5WE,75,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1
UFR7HSFE,70,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1
T1JDMFIE,70,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1
6OMEPMME,70,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1
ICCD25UE,70,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
1BC657UE,70,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1
NWNUMBPE,95,0,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,1,1,0,1
483PXSZE,85,0,1,1,1,1,1,0,0,2,0,0,0,0,0,0,1,0,1,0,1
5K8GBSQE,80,0,0,1,1,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,1
XSI3M2SE,80,1,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,1,1,0,1
KG3T919E,75,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1
ACHQA5CE,75,0,1,1,0,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,1
ACRT73ME,75,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1
DD9XA7NE,75,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1
EV7C3JNE,75,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1
NAEKHEPE,75,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1
F4DFYEPE,75,1,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,1
EBX5R9SE,75,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1
5JF8JFVE,75,0,1,0,1,1,0,0,2,1,0,0,0,0,0,1,1,0,2,0,2
DV5XENEE,70,1,1,1,1,0,0,0,0,0,2,0,0,0,1,0,0,1,2,0,2
V5BFJPKE,70,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
545XIAPE,70,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1
BW17LXQE,70,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1
ZM9E4KSE,70,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
Z4XK9V7E,75,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,2,0,2
F9ZF5KTE,70,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,2,0,2
BX5UJ6XE,75,0,1,1,0,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1
EGM5O3JE,70,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1
2XCRUTJE,70,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1
ZMCJYWRE,70,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
XRAXEWXE,70,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1
C4AWWGEE,80,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1
7XY63PSE,80,1,0,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0,1,0,1
93HPIHWE,80,0,1,0,1,0,1,0,2,1,0,0,0,0,0,0,1,0,1,0,1
LB2HM29E,75,0,1,1,1,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,1
FEASLRCE,75,1,1,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,1
8KYYM9ME,75,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1
GXGFZWNE,75,1,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,1,1,0,1
2CEQDXNE,75,0,1,1,1,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,1
L6QQUKPE,75,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1
QCKZEUPE,75,1,1,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,1
Q42ZVFSE,75,0,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,1
399FOZWE,75,0,0,1,1,1,0,2,0,0,1,0,0,0,0,1,0,1,2,0,2
MZ2EFLIE,70,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
PHR8BXIE,70,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
KDAHILJE,70,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1
EJ7PCMJE,70,1,1,1,1,0,0,0,0,2,0,0,0,0,0,1,1,0,2,0,2
S3VDBSKE,70,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,2,0,2
7PW29RYE,70,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
VEZYNVYE,70,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
MNFPG58E,75,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1
VF9SQOKE,75,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1
HGMKHEYE,70,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
YYQYKBXE,80,0,0,1,0,1,0,0,1,1,2,0,0,0,0,1,0,1,2,0,2
WYRVO7DE,75,0,1,1,1,0,0,0,2,1,0,0,0,0,1,0,1,0,2,0,2
CTK9GCKE,70,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,2,0,2
LCQEWYRE,70,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
6N7S98SE,70,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,2,0,2
2AGVPTSE,70,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,2,0,2
5VAXOIYE,70,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2FVZY2ZE,70,1,1,1,0,1,0,0,0,2,0,0,0,0,0,1,1,0,2,0,2
FTV43AZE,70,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,2,0,2
7UBXI7HE,80,1,0,0,0,1,2,0,1,1,0,0,0,1,0,1,0,0,2,0,2
Q2R2S1JE,80,0,0,1,0,1,0,2,0,1,1,0,0,0,1,0,0,1,2,0,2
VO6JWFXE,80,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1
N6CMLSXE,80,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1
356Z1ZXE,80,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1
5GJ5BJYE,80,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,1,1,0,1
ZD5OR11F,80,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,2,0,2
5WPGOF9E,75,1,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,1,0,1
RBG12BAE,75,1,0,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1
LK34UEAE,75,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1
XGCCHRAE,75,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1
JJ6DM1BE,75,0,0,1,1,1,0,1,0,0,2,0,0,0,0,1,0,1,2,0,2
2CQ8XGCE,75,0,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,1,0,1
7X3GXRDE,75,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1
HBH4ESGE,75,0,1,0,1,1,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1
Z18TG8IE,75,1,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1
K6KKEEKE,75,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1
YKY1FNLE,75,0,1,0,1,1,0,2,0,0,1,0,0,0,0,1,0,1,2,0,2
OEXGEBME,75,1,1,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,1
3AKC84NE,75,0,1,1,1,0,3,0,0,0,0,0,0,1,0,1,0,0,2,0,2
X3SR68TE,75,0,1,1,1,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,1
51Y5EITE,75,1,0,1,0,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1
KP2YJSTE,75,0,0,1,1,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,1
18LSYYTE,75,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1
P6LL53UE,75,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1
Y5WAFCUE,75,1,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
VHN5XRUE,75,1,1,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,1
BZESA1XE,75,0,0,1,1,1,1,0,2,0,0,0,0,0,1,0,0,0,1,0,1
LDXNJRXE,75,1,0,0,1,1,1,0,2,0,0,0,0,1,0,0,0,0,1,0,1
3EYHVTXE,75,0,1,0,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,1
8G6I5VXE,75,0,1,1,1,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,1
G3OOC4ZE,75,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1
YEVDKIZE,75,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1
FI8IHR8E,70,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
ST43J19E,70,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
S32LF9BE,70,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1
IZVAFTBE,70,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
XNHI8ECE,70,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
ARHTLKCE,70,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
ERZPMQCE,70,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
Z3OGN5DE,70,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1
X3WU4HDE,70,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1
29PXQ9EE,70,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
IOBMF9GE,70,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1
8LOZYMXE,70,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
C3TVQEZE,70,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1TZXV11F,70,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1
7HYLO7YE,75,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ONERQDME,80,0,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
YKRK438E,70,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5D84KIFE,75,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
G4QX4QOE,75,1,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
YN9YG81F,75,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MTMXMCBE,70,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
GJC4STNE,70,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
G512LF8E,80,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
GMSV4CEE,80,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0
ZG5Z5MIE,80,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
C4HRCEQE,80,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0
VKXWWLXE,80,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
B46OFXYE,80,0,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
ACZHMU8E,75,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
31JX7SCE,75,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
QM5JUEGE,75,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
M22NLKGE,75,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
